row,polling_place,poll_id,polling_place,id,precinct,Location,details
83,Cromwell-1-1-Cromwell High School,106,Cromwell,1,1,Cromwell High School,
82,Colebrook-1-Colebrook Town Hall,101,Colebrook,1,,Colebrook Town Hall,
81,Colchester-1-Colchester Town Hall,100,Colchester,1,,Colchester Town Hall,
80,Cornwall-1-Town Hall,103,Cornwall,1,,Town Hall,
79,Stafford-2-Stafford Community  Center,598,Stafford,2,,Stafford Community Center,
78,Danbury-1-38-Danbury High School Gym,109,Danbury,1,38,Danbury High School Gym,
77,Danbury-1-10-Danbury High School Gym,108,Danbury,1,10,Danbury High School Gym,
76,New Haven-26-Mauro Sheridan School,445,New Haven,26,,Mauro Sheridan School,
75,New Haven-27-1-Mitchell Library,447,New Haven,27,1,Mitchell Library,
74,New Haven-20-2-Lincoln-Bassett School,440,New Haven,20,2,Lincoln-Bassett School,
73,New Haven-1-2-Main Library,442,New Haven,1,2,Main Library,
72,New Haven-18-Nathan Hale School,448,New Haven,18,,Nathan Hale School,
71,New Haven-6-2-New Horizons School 02,449,New Haven,6,2,New Horizons School 02,
70,Oxford-1-Quaker Farms School,529,Oxford,1,,Quaker Farms School,
69,Orange-1-Mary L Tracy School,528,Orange,1,,Mary L Tracy School,
68,Stafford-3-West Stafford Fire Department,599,Stafford,3,,West Stafford Fire Department,
67,Old Lyme-1-Cross Lane Firehouse,523,Old Lyme,1,,Cross Lane Firehouse,
66,Norwich-5-St Mark Lutheran Church,522,Norwich,5,,St Mark Lutheran Church,
65,Norwich-3-Samuel Huntington Elementary School,521,Norwich,3,,Samuel Huntington Elementary School,
64,Norwich-2-Rose City Senior Center,520,Norwich,2,,Rose City Senior Center,
63,Orange-3-High Plains Community Center,527,Orange,3,,High Plains Community Center,
62,Orange-2-High Plains Community Center,526,Orange,2,,High Plains Community Center,
61,Old Saybrook-1-Old Saybrook Middle School Gymnasium,525,Old Saybrook,1,,Old Saybrook Middle School Gymnasium,
60,Old Saybrook-2-Old Saybrook High School Gymnasium,524,Old Saybrook,2,,Old Saybrook High School Gymnasium,
59,Hartford-7-Rawson School - Gym,279,Hartford,7,,Rawson School,Gym
58,Hartford-13-Parkville Community School,278,Hartford,13,,Parkville Community School,
57,Hartford-24-Parker Memorial Community Center,277,Hartford,24,,Parker Memorial Community Center,
56,Hartford-6-North End Senior Center,276,Hartford,6,,North End Senior Center,
55,Hartford-18-Metzner Center,275,Hartford,18,,Metzner Center,
54,Hartford-23-Mary Shepard Place Community Room,274,Hartford,23,,Mary Shepard Place Community Room,
53,Hartford-2-Liberty Christian Center-Formerly Horace Bushnell,273,Hartford,2,,Liberty Christian Center,Formerly Horace Bushnell
52,Hartford-1-Liberty Christian Center-Formerly Horace Bushnell,272,Hartford,1,,Liberty Christian Center,Formerly Horace Bushnell
51,Hartford-16-Kennelly School - Gym,271,Hartford,16,,Kennelly School,Gym
50,Hartford-10-House Of Restoration Church - Gym,270,Hartford,10,,House Of Restoration Church,Gym
49,Farmington-2-7-Municipal Buildngs - FHS Library Town Hall,192,Farmington,2,7,FHS Library Town Hall,
48,Farmington-1-5-West Woods School - District 1 Precinct 5,193,Farmington,1,5,West Woods School,
47,Farmington-1-3-Irving Robbins School - District 1 Precinct 3,190,Farmington,1,3,Irving Robbins School,
46,Farmington-1-4-Irving Robbins School - District 1 Precinct 4,191,Farmington,1,4,Irving Robbins School,
45,Franklin-1-Franklin Town Hall,194,Franklin,1,,Franklin Town Hall,
44,Glastonbury-1-District 1 - Smith Middle School,195,Glastonbury,1,,Smith Middle School,
43,Sprague-1-Baltic Fire House,596,Sprague,1,,Baltic Fire House,
42,Stafford-1-Benjamin A Muzio Town House,597,Stafford,1,,Benjamin A Muzio Town House,
41,Glastonbury-4-District 4 - Gideon Welles School,198,Glastonbury,4,,Gideon Welles School,
40,Glastonbury-5-District 5 - Nayaug Elementary School,199,Glastonbury,5,,Nayaug Elementary School,
39,South Windsor-4-Philip R. Smith School-Gym,592,South Windsor,4,,Philip R. Smith School,Gym
38,South Windsor-1-Pleasant Valley School-Gym,593,South Windsor,1,,Pleasant Valley School,Gym
37,Southington-8-Thalberg School,590,Southington,8,,Thalberg School,
36,South Windsor-2-Eli Terry School-Gym,591,South Windsor,2,,Eli Terry School,Gym
35,Killingly-3-Bd Of Ed Central Office - Cafeteria,291,Killingly,3,,Bd Of Ed Central Office,Cafeteria
34,Killingly-1-1-Bd Of Ed Central Office - Cafeteria,290,Killingly,1,1,Bd Of Ed Central Office,Cafeteria
33,Killingly-2-1-Killingly High School,293,Killingly,2,1,Killingly High School,
32,Killingly-5-Bd Of Ed Central Office - Cafeteria,292,Killingly,5,,Bd Of Ed Central Office,Cafeteria
31,Killingly-4-1-Killingly High School,295,Killingly,4,1,Killingly High School,
30,Killingly-2-2-Killingly High School,294,Killingly,2,2,Killingly High School,
29,Killingworth-1-Killingworth Elementary School,297,Killingworth,1,,Killingworth Elementary School,
28,Killingly-4-2-Killingly High School,296,Killingly,4,2,Killingly High School,
27,Lebanon-2-Fire Safety Complex 2,299,Lebanon,2,,Fire Safety Complex 2,
26,Lebanon-1-Fire Safety Complex 1,298,Lebanon,1,,Fire Safety Complex 1,
25,Stamford-15-Springdale School -Rear,619,Stamford,15,,Springdale School,Rear
24,West Haven-8-Mackrille School,736,West Haven,8,,Mackrille School,
23,South Windsor-3-South Windsor High School-Auxiliary Gym,594,South Windsor,3,,South Windsor High School,Auxiliary Gym
22,Waterbury-74-5-Wendell Cross School 15/5,710,Waterbury,74,5,Wendell Cross School 15/5,
21,Waterbury-75-1-Willow Plaza Community Center,711,Waterbury,75,1,Willow Plaza Community Center,
20,Waterbury-72-3-Woodrow Wilson School,712,Waterbury,72,3,Woodrow Wilson School,
19,Waterford-4-Great Neck School,713,Waterford,4,,Great Neck School,
18,Waterford-3-Oswegatchie School,714,Waterford,3,,Oswegatchie School,
17,Waterford-2-Quaker Hill School,715,Waterford,2,,Quaker Hill School,
16,Waterford-1-Town Hall,716,Waterford,1,,Town Hall,
15,Watertown-1-Watertown Municipal Center,717,Watertown,1,,Watertown Municipal Center,
14,Watertown-2-Judson School,718,Watertown,2,,Judson School,
13,Watertown-4-Polk School,719,Watertown,4,,Polk School,
12,South Windsor-5-Timothy Edwards School - Stairwell B,595,South Windsor,5,,Timothy Edwards School,Stairwell B
11,Middletown-10-South District Firehouse - District 10,349,Middletown,10,,South District Firehouse,
10,Middletown-8-Snow School - District 8,348,Middletown,8,,Snow School,
9,Goshen-2-Camp Cochipianee,811,Goshen,2,,Camp Cochipianee,
8,Middletown-6-Keigwin Middle School - District 6,343,Middletown,6,,Keigwin Middle School,
7,Middletown-3-Keigwin Middle School - District 3,342,Middletown,3,,Keigwin Middle School,
6,Middletown-14-Fayerweather Beckham Hall - District 14,341,Middletown,14,,Fayerweather Beckham Hall,
5,Middlefield-100-Middlefield Community Center,340,Middlefield,100,,Middlefield Community Center,
4,Middletown-7-Snow School - District 7,347,Middletown,7,,Snow School,
3,Middletown-5-Moody School - District 5,346,Middletown,5,,Moody School,
2,Middletown-4-Moody School - District 4,345,Middletown,4,,Moody School,
1,Middletown-1-Macdonough School - District 1,344,Middletown,1,,Macdonough School,
